text,fav
"# 関数msg = ""Global"" # グローバル変数def say_hi():    # 関数の中で宣言された変数はこの関数の中でのみ有効である。    # スコープ    msg = ""Local"" # ローカル変数    print (msg)say_hi()print (msg)【Python】",0
いいサイトに巡り合えると勉強のスピードが段違い、やっとPythonとdiscordが繋がってきた感ある,1
昔React NativeでAppの開発をしたことがあるのだが、結構無理くりやって仕組みとか理解できなかった。やっぱりまずはSwiftとかからしてみようかな。でもPythonも興味ある。,1
#Qiita に投稿しました 🎉 LGTM希望 💕HTMLファイルをpythonでPDF、イメージ出力 #駆け出しエンジニアと繋がりたい #プログラミング初心者と繋がりたい #Python https://t.co/UudQCJjQ1S,19
Pythonが圧倒的な1位、2021年エンジニアが学びたいプログラミング言語 https://t.co/BmigbyTN8e @ledgeaiから,2
#Python 関連の最新注目書籍#Webプログラミング 部門売上ランキング 18位！『スッキリわかる Java入門 実践編 第2版 (スッキリシリーズ)』https://t.co/zRWREK0pJC,0
python2とpython(Flash麻雀）,0
おはようございます。#今日の積み上げ・Python学習・筋トレ・読書今日もInstagramのアカウント検索のプログラムを書いていきます。自分でコードを考えて書くのは大変ですが、今まで書いたコードや検索した記事を参考にやっていきます。#駆け出しエンジニアと繋がりたい,27
お昼です🐶#今日の積み上げ・Udemy #Python 基礎講座・Udemy #Webスクレイピング・Progate jQuery今日も1日頑張りましょ〜#プログラミング初心者,12
Halo！春休みは途中で放り投げちゃったpythonの勉強とお金の勉強しようと思います！そしてこのアカウントでは、大気中に充満しているプラーナを摂取することで何も食べずに生きる生活を推奨していきます！！！#嘘だよ#医クラの挨拶#環状低エコー,8
既得権益のごとくExcelとかと癒着してるくらいしかメリットのないVBAとかいう言語は全人類のためにさっさとその座をPythonに禅譲してください,1
@ma_anago Pythonの読み方を知らず、「パイトン」書けますか？ときくオッサンがいたらしいでっせ,1
＃今日の積み上げ 予定・散歩・Python#1～(ドットインストール)・模写コーディング今日から模写コーディング始めます。最後までできるかな🤔無理そうなら写経に切り替えるかも🥺#プログラミング初学者 #プログラミング勉強中#駆け出しエンジニアと繋がりたい,28
Python: 配列の中身をファイルに保存・読み込み - https://t.co/zh2iEsOuiv,2
#Python を勉強する理由→データサイエンティストを目指す上で身につけたいプログラミング言語だから。#英語 を勉強する理由→コロナが落ち着いたら1人で海外に行きたい！英語の記事を読めるようにしたいから。#読書 する理由→自分の人生をより良くするためのヒントを探すため。,9
弊社メディア テクノヒントでも「エンジニア」と「年収」の関係を取り上げたが、言語別で年収が変わる、とは面白い。Pythonは20代で403万円、2020年プログラミング言語別の平均年収 https://t.co/dNhLtrbyR5 @ledgeaiより,1
"早速, Pythonのコードを実行していきましょう.Jupyter Notebook（以下Jupytert環境）を使えば, Pythonプログラムの実行は, とても簡単です.（Google Colaboratory（以下Google Colab）もほぼ同じ内容です.）コードを入力して実行操作するだけで, その結果が表示され,",0
py2exeをpython 3.7でも使えるようにする方法を解説しました。pyinstallerよりも高速なのでpy2exeは良いですね。https://t.co/TYGpDXBX2V #py2exe #pyinstaller #python #プログラミング #プログラミング講座 #プログラミング解説 https://t.co/sIqsYW8byN,2
非エンジニアのためのPython仕事活用術・薬剤反応データとウィルス遺伝子データを利用して回帰・HIVの薬剤耐性がどのアミノ酸になるのか？予測・Pythonやると世界が広がる！！https://t.co/Qh4oDrGWwM,0
"日本のツイートトレンドTOP10は['指定暴力団組織', 'サイコパス度テスト', '組の評判', '#SuperBowl', '#スーパーボウル', '#SBLV', 'ゴジラvsコング', 'ブレイディ', 'チーフス', 'サイコパス人間']です #Python #Tweepy",0
モンティ・パイソン　ビデオCM　Monty Python video cm https://t.co/YGXHzXqG7M @YouTubeより,0
@rollcake66 Pythonのモジュールを使用すると、徹底的に数学を学ぶこともないと思うのですが、「なぜこうなるのか？」という部分を突き詰めると、やはり概念だけでも理解しておいた方がいいなと感じています。難しいですけどね😅,3
【売れ筋ランキング（コンピュータ・IT書籍）】
グ超初心者が初心者になるためのPython入門（１）　セットアップ・文字列・数値編」 たっく (著)、ちょっぷ (著)
が「加速」する世界に備えよ」 ピーター・ディアマンディス…
q7x,1
ラズベリーパイより、2月8日10時0分の空模様と気温 -9.875℃ #raspberrypi #python #fswebcam #photo #北海道 #オホーツク #イマソラ https://t.co/yJ5noF69hD,0
【自動ニュース】植木組(1867):「株式分割、定款の一部変更および株主優待制度の変更に関するお知らせ」で株式分割を発表#株 #株初心者 #株式投資 #投資 #投資初心者 #Pythonhttps://t.co/ODbBqRzU44,2
2021-02-08 10:00:01仙台市現在の天候：Light snow shower　　　気温：1℃#仙台の天気#プログラミング #Python#相互フォロー #フォロバ100 #followback,5
文字列に対する操作でエラー吐かずに強制終了しやがったことは一生根に持つからなPython,0
読者モニター募集https://t.co/XDxqn6g14p入門　サイバーセキュリティ　理論と実験- 暗号技術・ネットワークセキュリティ・ブロックチェーンからPython実験まで - https://t.co/fDkPXbrrfN  応募期間：2月18日（発行予定日）まで,7
Pythonはﾁｮｯﾄ組むなら本当に便利だなぁ(なお大規模プロジェクト),4
OSS の開発プロセスに疎いのでPython 4の新機能に何が盛り込まれる予定かなどはどこを読めば良いのか分からない(PEPでは？ ),0
【プログラミング学習のProgate】Pythonのレベルが30にUPしました！ https://t.co/ONdaoN7v4xJAVAやらRuby等、様々なプログラミング言語があるが、拡げすぎても混乱しちゃうと思われる🤣。Python🐍一択に絞りたい処😊😊。#プログラミング学習 #プログラミング独学#駆け出しエンジニアと繋がりたい,23
なんかpythonの環境壊れたんやけど。環境構築/修復に1番時間かかってる気がする。こういう時だいたい一回は、全て消し去ってゼロからやり直す。って選択肢が頭をよぎる,0
（PythonでJSON使うの、そんな便利じゃないなーって思ってた）,3
Pythonサイコー！#相互フォロー #フォロバ100 #フォロー返し #フォローバック #フォロー返し #フォローした人全員フォローする #相互フォロー100 #フォローしてくれた人全員フォローする#folloback #FolloMe #follo4follo,1
Python・Java・C言語・Ruby・SQL・PHP・HTML/CSSなどなど…人気言語が動画で学べる初心者向けプログラミングレッスン「paizaラーニング」です  https://t.co/QjCYcgWusj,5
本 Deep Learning Pythonで学ぶディープラーニングの理論と実装 2章のアウトプット　パーセプトロンという古いアルゴリズムを理解しておくことによって今後のAI学習の理解が変わる。AND NAND OR XORゲートについて知る。言葉の抵抗などが少しなくなった。難しいのは段階的に理解していく。加算式の勉強,4
「Python 3 エンジニア認定データ分析試験」の模擬試験を受験したところ、正答率は75%でした。合格ラインが70%なので、合格ラインぎりぎりにいるみたいです。まだまだ知識の定着があいまいので、本番までにさらに勉強していきます！「勉強頑張れ！」を込めて”いいね”を押してくださると嬉しいです！ https://t.co/Zjx0TatmJQ,18
pythonでブラウザ動かせるし作っちゃおー（期末あと）,1
おはようございます☀️#今日の積み上げ ・Pythonの勉強・読書・英語学習今週も頑張っていきましょう！#プログラミング初心者#駆け出しエンジニアと繋がりたい,42
Pythonで日本語が使えない問題の解消 https://t.co/zrdlMIdFIP #tomooneblog,0
つまづいてはいるけどすんなりここまでは来ました。#React #Django#Docker#Python#駆け出しエンジニアと繋がりたい#プログラミング初心者 https://t.co/C2eyqfxwda,29
おはようございます！＃今日の積み上げ・英語・Web制作・Python復習・マーケティング今日は少し出掛けるので早く終わらせます！作れるものが増えてきて、とても面白いです#継続#プログラミング,13
@KawaiiBOTz Source found on Pixiv!Similarity: 96.51%Title: “似合うですか？”Author: 爆炸钢笔@SEALiSMhttps://t.co/8IsZXIesbnSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,1
Python、基本的な構文は知ってるつもりやたけど左シフトの書き方とか知らんかったわ、、基本情報対策の問題集で初めてみた、くわばらくわばら〜🤪,8
Python、JavaScript、Rubyの三つのスクリプト言語を使って、それぞれの言語におけるif文の書き方に関する記事を書きました。https://t.co/Cj43YSDudf,0
@asuma__jp あすまさん！おはしとございます！ですよね！自分はpythonから入ったのでCSSで基本構文使えないのかなってずっと思っていて出会えた時感動しました笑タスクランナーはまだ使ったことがないので楽しみです！,1
Pythonずっと使ってきたけどGo言語使ってスクレイピングしてみたい,1
"PythonにはPython2系とPython3系の2系統があり, 文法が一部異なります.Python 2 と3ではコードの書き方が変わっており, 本講義ではPython 3に基づいています. ちなみに, Python 2のサポートは2020年までとなっているため, 今後はPython 3を使うことをお薦めします.",1
日常とpythonをどうむすびつけられるかだなぁPythonで毎日を楽しくするにはどう付き合うか、何と関連があるかをリンクさせたいところ🍀😌🍀,0
LINEの半bot、保護botのソースやPythonista3の使い方ソースの書き方やlinepyライブラリを販売しております！詳しくは固定ツイートのLINE非公式アカウントまでお越し下さい#Python#LINEbot#Pythonista#Pythonソース#Pythonista使い方#保護bot#半bot#linebot#Pythonソース#プログラミング,1
いつおんチャンネルで新しい動画を公開しました。【Automatic Composition】来生-Kurumu V1-No．99【アルゴリズム作曲】 https://t.co/3gdrZXdakY#音楽 #Python #自動作曲 #プログラミング #Youtube,0
&lt;br&gt;【FINAL SALE】【ファイナルセール】&lt;br&gt;NIKE AS M NK PYTHON FUTURA LS TEE&lt;br&gt;ナイキ パイソン フューチュラ Tシャツ&lt;br&gt;WHITE [楽天] https://t.co/w10mNPZ3FP #RakutenIchiba,0
@KawaiiBOTz Source found on Pixiv!Similarity: 95.3%Title: ココアちゃんAuthor: 椿https://t.co/3e16xpKRp6Source found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,1
日経平均　月足リーマンショック安値と2018年高値でフィボRを引いたときの高値を超えてから伸びがすごいので目途としてフィボエクスパンション計算したら123.6% 28796円138.2% 31377円となるみたい。3万超え前に調整入るならばそろそろいい水準だけど…まだまだ株価強いよねぇ#python #OANDA https://t.co/L3jCXIRyHi,0
python特有の謎文化である curl うんたらかんたら/install.py | pythonとやるとき、ダウンロードの進捗出してくれないやつだとちょっと不安になる,0
(*￣-￣)ふ～ん。eventっていろいろな情報を出しているんだなぁ。ボタンの表示テキストをgetすることができる事はわかったが、実際のコードがうまく動作しない。確認、確認。#Python #tkinter,0
#今日の積み上げ ✅マーケティング学習✅Python学習 ✅広告運用学習✅Liquidコーディング朝カフェデイトラ Python 学習終了プログラミングもやればやるほど鮮明度が上がってくるまだまだだけど笑ゆっくりコツコツ頑張ります💪#デイトラ #駆け出しエンジニアと繋がりたい,28
"今日の予定ブログ作成(2,000文字)資格勉強(統計検定2級、応用情報)プログラミング(python100本ノック)",1
おはようございます❗️❗️❗️本日の作業です❗️■YouTubeチャンネル分析外注関連宿題対応■その他読書（AI関連、マーケ関連）Python Twitterbyエル#今日の積み上げ#YouTube  #YouTuberと繋がりたい#おは戦30208fg #読書,35
"人は、何かの学習が進んで景色が変わっていくと自分の当時の焦燥感やストレスを忘却しがちだ。この記事は、初学者の迷いや焦燥感などを生々しく社内皆で想像し、照準を定めて作った。""データ分析 Python""でググると1-3位に来るので、ニーズにドンピシャだったと思っている。https://t.co/4FtCfrJstq",43
@El4lQmonosiwnf 確かにpythonに似ていますね！その辺は好みでいい気はします！,0
"今日もUdemyのセール（1,610円～）やってますね。【感想あり】おすすめのUdemy動画講座：機械学習・データサイエンスに必要な数学とPythonの入門編【随時更新】 | Quant Collegehttps://t.co/QfPaNMfGud",3
35に鶴がPython選んだって言っとけばよかったか？,2
@web_growup あんなこと言っといて、自分はSassで書くつもりです😂インデント気にする部分がPythonと似てるので笑笑そこほんと気をつけないとですよねー😓,1
リスト、... 『ゼロから学ぶPythonプログラミング　Google　...』 30分 16ページ https://t.co/BFlV7GFHN2 #studyplus,1
python耐えた,0
おはようございます!![TO DO]・Coding with Python・Review HTML/CSS and Javascript・watch videos about python,2
cojimaru BLOGを更新しました。【python】Webスクレイピングで高配当株 スクリーニング自動化ツールを作成した① - cojimaru BLOG https://t.co/siedDZNgxz#python #高配当株 #スクリーニング #スクレイピング,4
新ブログをGatsby+Contentfulで作り直しているけど、一番ネックになるのは記事移行だよなぁ。画像、ショートコード、登校日、カテゴリ情報、その他メタ情報...今後のためにPythonあたりでスクリプト書いてもいいけども。,0
@pythonexcel おはようございます‼️今週もよろしくお願いします😆Pythonで楽しみましょ～😀,1
@python__357 ぱいそんさん、おうち買うんですか？😍,2
"日本のツイートトレンドTOP10は['サイコパス度テスト', '指定暴力団組織', '組の評判', 'スーパーボウル', '#SuperBowl', 'ゴジラvsコング', '#解決KingandPrince', '#SBLV', '#おは戦30208fg', '#冨岡義勇誕生祭2021']です #Python #Tweepy",5
@El4lQmonosiwnf Pythonやってるんですね！難しそう、、凄いです！,1
Pythonさん出来ない(出来るけどメインストームじゃない)事を数え上げるとゲームPC やモバイルのアプリGUIWEB (聞かなくなった)意外と憶えても お仕事で使う機会少ないのでは(競合を減らす作戦)2021年エンジニアが学びたいプログラミング言語 https://t.co/zI6YvWqR8D @ledgeaiより,1
今日はこれ読みます！『²Àfð¨©¯µÄ¢Ü·I』https://t.co/qIRsf9g716#駆け出しエンジニア #python,5
おはようございます‼️先週までダウも日経もつよつよな週でしたが、今週もこのまま強いと嬉しい(´∀｀∩)↑age↑土日はゆっくり休みましたので、今日からpythonを頑張ります😆今月の目標に向けて着々と進めていきます🥰今日もよろしくお願いします✨✨#駆け出しエンジニアと繋がりたい,25
2021-02-08 09:00:01仙台市現在の天候：Light snow shower　　　気温：1℃#仙台の天気#プログラミング #Python#相互フォロー #フォロバ100 #followback,4
目の前のPythonデータ分析エンジニア試験に集中したもん勝ち。,1
おはようございます！！#今日の積み上げ・記事作成・ポートフォリオデザインカンプ・提案文・Python udemy 技術書ガンガン成長していこー！！！今日もコツコツ！！#ビギナン#プログラミング学習#駆け出しエンジニアと繋がりたい#Python,30
おはようございます。#今日の積み上げ ・朝散歩&amp;ランニング・テキスト作成・資料作成(仕事)・資料作成(セミナー用)・Python稼働確認これでいきたいと思います。朝から運動して、生産性ある1日にしていきましょう😊,2
Pythonの勉強法については目処がたったので、マーケティング関連の本を探さないと！,2
#今日の積み上げ、#本日の積み上げゆっくりするヨガの練習犬の散歩掃除、　お昼寝する寝る読書python HTMLCSS今日はゆるゆる勉強ヨガはしっかり練習夜のレッスン指導asics低酸素スタジオピラティス指導ストレッチ指導犬の散歩英語の勉強ロジックで遊ぶゆるっと寝る,10
FirestoreのバックアップをCloud Functionsで作成する [Python] on @Qiita https://t.co/s2psLuHWl5,1
「なぜ行列なのか？」使っている人には常識かもしれませんが、初学者には疑問かもしれません。「連立方程式が行列で解ける」の一言で理解は進むかもしれません。#機械学習 #python #線形代数,0
"Pythonが圧倒的な1位、2021年エンジニアが学びたいプログラミング言語 https://t.co/6nfXMGlysS @ledgeaiより 言っちゃ悪いけど、40,50代のPython票率は、政策はしらんが知名度だけで選挙で投票するアレを感じるぞ・・",6
最近、よく聞くようになった「人工知能」この技術はPythonの登場により、急速に進歩しました。そして、今でもPythonエンジニアは求められています。転職の選択肢を増やすためにも学んでみてはいかがでしょうか。,3
今日はVisualStudioでWindowsアプリな研修担当。今年に入って、初めてのPythonじゃない登壇。,2
私の身につけたい言語はPythonです！　#パソナテック　#エンジニア,0
Django：2タイプのCRUD記載方法について特徴と注意事項のまとめ https://t.co/W6YmtoaQgU #Django #Python #プログラム #プログラミング初心者 https://t.co/ba1JahLzfn,7
Pythonファイルで時間を扱う場合の注意。heroku 上で実行する場合は、datetimeが国際標準時になってしまう。日本標準時にするときは、+9するのを忘れないように。#pythonメモ,0
Pythonの環境構築、1回目失敗笑#pyson,0
@KawaiiBOTz Source found on Pixiv!Similarity: 97.45%Title: ナターリアAuthor: 椿木 かえhttps://t.co/eDPpitpb1eSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,0
pythonとか間隔開けないと長くなった時にわかんないね,0
Python引き続きndarrayの操作方法あれこれ#100DaysOfCode 753,2
昨日見せてもらったロンドンオリンピックの開会式が映画みたいでワクワクした^ ^Monty Python's Eric Idle - London 2012 Performance | Music Monday https://t.co/IjFqgDlfrB @YouTubeより,1
ITエンジニアが学びたいプログラミング言語1位は「Python」 =パーソルキャリア調べ= | ICT教育ニュース https://t.co/ZkyTqixVNc https://t.co/KWhUcLLXPo   #ICT教育　#ICTEnews　#教員　#教育,2
C言語は私もgccでコケた。。頑張って写経続けてはいたけど・・・。それに比べたらPythonはホント神。（Pythonというか「開発環境の充実」が神なのかもしれんけど）,0
"#Python 関数の引数に * をつけると配列とタプル、 ** をつけると辞書を展開する。func(*[1,2]) は func(1,2) と同意。func(**{'a':1,'b':2}) は func(a=1,b=2)　と同意。[23]",0
0. Pythonの基礎    Python入門        1.Jupyter Notebook（Google Colab）の使い方        2.Pythonの基礎        3.リストと辞書型        4.条件分岐とループ        5.関数        6.クラスとインスタンス    総合練習問題,0
おはようございます😃今日も空き時間でスキルの積み上げです#今日の積み上げ✅英会話レッスン受講✅英語学習✅Data Camp python✅読書✅筋トレ体調が今ひとつ良くないですが、在宅ワークだと様子を見ながらできるから良かったあと隙間時間は作りやすいですね👌,9
@kuropy 環境整える込みでの基礎体力つけるという意味であれば僕が一番タメになったなと思うのはN予備校でした！！！本ではないです。最初はjsでやるはずなのでそのままgasにも知識が活かせるはず。pythonは実務で使ったことないので言及を避けます！,1
プログラム界での挨拶コードが送られてきた多分言語は #python https://t.co/yYqjc89qyZ,1
というかPyPyのことよー知らんけどPyPyの方が早い認識だけど、PyPyだけTLEしてPythonはACするのなんなんや（こなみかん）,2
Python駿河 勉強会 #22 ～Python名著をつまみ食い～ に参加を申し込みました！ https://t.co/fBqK9Bcu7C #pysuruga,1
アラームのスヌーズ機能を良いことに五度寝しました💦おはようございます！😺眠い目こすって #今日の積み上げ してまいります1⃣ #Python🐍/#Django 試験対策＋プログラミング2⃣アウトプット＆アイディア出しメモ#AWS は、しばしお休み#プログラミング初学者 #駆け出しエンジニアと繋がりたい,27
"【現役エンジニアが厳選】2020年に学ぶべきプログラミング言語トップ3 https://t.co/RmKSpkafEK via @YouTube 1. JS, 2. Python, 3. Javaだそう。2020年なのに？と一瞬思ったが、やっぱ現場は堅実。ホッとした。",1
2021/02/08（月）6時59分朝活開始6時25分起床pythonの問題、30問データベーススペシャリストの勉強113p/575(+15p)日曜日中にnumpyを終えることができず...明日までに終わりたいDBは、正規形と関係演算を学びました。50%くらいの理解ですが、先に進みます#ルーティン #朝活 #今日の積み上げ,7
［読者レビュー］独習Python（翔泳社）Pythonに関して体系的に知識を整理する良い機会となりました...https://t.co/sMBPo7PAVX,2
Mayaではpythonコマンドも使用できる。pythonはシンプルでわかりやすいため広く使われている言語で、モジュール(追加機能)も多数存在する。melコマンドのpython版も存在するため、melに慣れてきたらこちらも勉強してみよう。なんならこちらから始めてもよし。,0
@python_flip ご応募ありがとうございます🎉 下記ページから抽選結果をご確認ください！当選者様には、DMもお送りします。 お礼にドスパラ通販『税別5000円以上で使える500円引きクーポン』プレゼント🎁【クーポン：G0204】▼抽選結果▼2/10 まで毎日実施🎊https://t.co/dOJNLtbK48,0
#iPhone で #Django を #表示 させることに #成功 した#林檎ちゃん と #琴璃ちゃん に 教えてもらいながら #Pythonista という #アプリ を使ったとても簡単にできたこれで どこでも #WEBアプリ開発 できてしまうかも#ミニマリストやめたい 参考になりました🙇‍♂️https://t.co/tkgv7jfs7l https://t.co/R8uEGppZqU,1
Binary numberはPythonに消される※BotによるTweetです,1
【Python】相関関係をグラフ（ネットワーク）で可視化する【Pyvis】 - はやぶさの技術ノート https://t.co/g694tlMKXm @Cpp_Learningから,1
@Ayu_python  エラーやバグを早く解決する方法！なかなか思い通りにいかない、どこで間違えてるのかよくわからない、そんな時は、print使って、怪しそうな変数を出力してみる！printって聞くと初心者のイメージだけど、プロのエンジニアでもやっている方法らしい！#プログラミング学習？そ,2
新しい記事を投稿しました。: Pythonで指定した文字で分解するsplitと結合するjoinの使い方 https://t.co/UqrDDy7tI7 #Python入門,0
ポケモンのデータセットを分析するにあたって、ポケモンを英語名から日本語名に翻訳しましたここではその方法について実際のPythonコードを全て公開しながら解説してみましたデータはスクレイピングで収集し、Pythonを辞書を利用すると簡単に英和辞書ができますhttps://t.co/GpAwdPN5Q8,0
今日のPythonつまずき…でも思った通りに動いた時の感動がたまらんですな！なんて私初心者ですから。この気持ち大事にしたい。 ##Python勉強中,0
なぜObject Pascalがない？ Delphiはそんなにマイナーなの？--Pythonが圧倒的な1位、2021年エンジニアが学びたいプログラミング言語 https://t.co/PPUBI3pmv4 @ledgeaiより,2
2021/02/08（日）10時30分朝活開始9時30分起床pythonの問題、5問データベーススペシャリストの勉強98/575(+20p)昨日の実績花束みたいな恋をしたを見てきました。たくさんの感想をもてて、重すぎない良い映画でした。見た後に2時間ぐらい感想戦をしましたw#ルーティン  #今日の積み上げ,7
@Python_regius01 一年筋トレしてきて、やっと変化してきました🤣長い道のりでした🤣これからも頑張ります❤️,1
@sirius_cma1 ありがとうございます。この本は、ほんの入口ですので、Pythonに馴れてきたら、次のステップに進んでくださいね。,2
@hiro9aco 両方ですが、今の業務を、と言う想定では無いのです。現職ではPythonのインストール出来ないですし、G workspaceへのアク禁されててそもそも使えないので🤣エクセルマクロは引き継げる人もいないので分析用にPower Queryだけ頑張ってます。。。,0
ファイル操作のためにシェルスクリプトを勉強しようと思っていたけどPythonが使える環境ならPythonの方が楽かもしれないな……,0
久しぶりに早起きしました😄今日は午前中にテニスして午後に散髪してから課題とPythonをやろうと思います👍,4
New post: Pythonを使ってヤフーファイナンス情報を取得、スクレイピング #python #スクレイピング #ヤフーファイナンス #企業名https://t.co/MzhA4ktCXB,1
Python projects for beginnersですぞ　https://t.co/0s8Bnl6qNZ #zenn,1
pythonの正規表現という記号解読作業にやっと慣れてきた、便利だけど難しい,0
おはようございます#今日の積み上げ・sunshine radio up・おはようQuote・Python学ぶ・早く寝る▶ちょっとだけ滞ったのは、人と話してないから。誰かと会話したい…猫語はある程度分かるけど、まだ会話になってない気がする…,8
相変わらずPython学習を進めてる！今日は午前にaccessの勉強。access資格もあれば使えるよね？,2
MeCabとか。Pythonデータ分析エンジニア試験は、ガチ。,0
Pythonのオブジェクト指向における『カプセル化』『継承』『ポリモーフィズム』の3つの用語について解説します。https://t.co/BFcoN4eyqA#Python,0
おはようございます！普段この時間は寝ているのですが、キックオフミーティングのため早起😌初めてでドキドキしますが何事も経験！って感じでやってきます😃axiosでDjangoにPOSTするのがハマりがちなのを解消したいこの頃です😌#python #django#javascript#駆け出しエンジニアと繋がりたい,76
【ブログ更新】- #今日の積み上げ- #ブログ更新しました- 今日の #python　で #ブログ書け- 今日も #界王拳 で #作業ロケット- もっと #プログラミング初心者 や #駆け出しエンジニアと繋がりたい【python】２つの実行方法がある【→プログラミング初心者向け】 https://t.co/xeDP7C4y2U,25
文章から読み取れた。Pythonデータ分析エンジニアは、すごいぞ⁉️,0
おはようございます！今日もプログラミング副業に勤しみます！久々のpythonで慣れないことが多いけど楽しんでやっていく！#リベ大#プログラミング副業#fireして人生の楽園やりたい,5
[定期]スタートアップとか新規事業開発とかそんな響きの言葉が好きなPythonエンジニアです。事業企画に役立つ個人開発プロダクトを作ったりしてます。よろしくお願いいたします。,0
喫茶店今日は軽くPython触って、気になっていたKaggleコンペが今どうなっているのか様子を見に行ってきました。かなり順位変動してるな。という印象。ちょっとゆっくり目に過ごしています。Kaggleで実績積むのも大事だけど、基礎の数理モデルがスカスカなので、まずはそこをどうにかしたい。,8
@lnvestorX ぐしさんも一緒におっPythonしばこうぜい(ง`▽´)งﾖｯｼｬｧ!,1
議事録作れって言われたから、pythonで楽したいけど流石に社外秘の内容をAPIでやり取りしたらあかんのだ,0
おはよう！電車でPythonの本読んでる結構分厚ので考えたんだけど知識欲が止まらない#駆け出しエンジニアと繋がりたい,7
おはようございます！☀🧪ブログ更新🧪皮膚科行く🧪Udemy Python今日も昨日の自分を超える🔥#駆け出しエンジニアと繋がりたい#プログラミング初心者,12
@lnvestorX おっぱすございます！　今日はPythonしばいてくる！,1
Solo LearnはもともとPython目当てでやり始めたんだけど、Python関連のコース増えてる？既存のやつにもちょっと増えてる,0
インタラクティブとインタープリタ、いつもどっちがどっちだったかわからなくなる。Pythonなどで対話式にコード書いてくやつ方が、インタ... です,1
"日本のツイートトレンドTOP10は['サイコパス度テスト', '#解決KingandPrince', '指定暴力団組織', '組の評判', '#おは戦30208fg', '#冨岡義勇誕生祭2021', '丈くん舞台', 'ゴジラvsコング', '#ちょうどいいラジオ', '義勇さん']です #Python #Tweepy",2
Pythonが圧倒的な1位、2021年エンジニアが学びたいプログラミング言語 | https://t.co/UhggqkVYT0 https://t.co/PbBSmay9c6 #AI #人工知能 2021年02月07日 23時00分,1
ラズベリーパイより、2月8日8時0分の空模様と気温 -17.625℃ #raspberrypi #python #fswebcam #photo #北海道 #オホーツク #イマソラ https://t.co/7OqWgMOH39,1
#今日の積み上げおはようございます☀本日の献立:youtube風サイトアップロード作成朝からバタバタしてたので朝ごはんは食パンに目玉焼きのせです🍳本日も1日楽しんでいきましょう✨#Python #Nocode#駆け出しのエンジニアと繋がりたい#おは戦30208fg #朝活,62
pythonの謎の高速化tips、まとまってるところとかないのかな。,1
今はプログラミング初心者で、HTMLとCSSを勉強している身ですが、板についたら、Pythonに着手してみようかな🤔プログラミングに関わっている人は、初心者問わず、一見の価値ありの記事です。#プログラミング#プログラミング初心者https://t.co/faJKir47HQ,12
2021-02-08 08:00:01仙台市現在の天候：所により曇り　　　気温：-1℃#仙台の天気#プログラミング #Python#相互フォロー #フォロバ100 #followback,7
Python学習コースⅤを5ページ目まで修了しました。9ページまでやって、具体的なbot作成に一度手を入れてみます。#Progate #プログラミング初心者 #Python https://t.co/gMmxVXK9nm,31
本日のTodo・TOEIC の復習・文法unit6-10まで・Python模擬試験受ける・Python模擬試験の復習,9
2/8・HTML＆CSS Progate 道場 上級・Python 基礎・英単語おはようございます☺️仕事ある日も4時半に起きたいのですが、流石に体力もたないので、上手く時間使っていきます…！#今日の積み上げ #駆け出しエンジニアと繋がりたい #プログラミング初心者と繋がりたい#Progate,72
@KawaiiBOTz Source found on Pixiv!Similarity: 96.7%Title: イベント帰りAuthor: りょうちんhttps://t.co/DAaEUESbKvSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,2
今日は出力したCSVファイルをGoogleスプレッドシートにインポートして、なんかいい感じに見た目揃えて画像として出力するまでしたい。一応PythonでGoogleスプレッドシートを操作することまでは確認できてる,1
pythonだと普通はn**2よりn*nのほうが早くなるはず……,4
草の根DXが一応は終了したので東京のショコラティエのチョコを独りで全部食べる。お祝いと言うか、最近土日もずっとPythonでプログラミングしてたので疲れたから。 https://t.co/6Q1BO6CNR8,2
pythonのn*nとn**2の速さの違い、初見でタイプ数の話かと思ってたら演算速度の話か,2
@python_lady お疲れ様でした。美味しそうですね。,1
@jun50_python 暇だったら入ります(),2
さて、今日もTOEIC とPythonの勉強を頑張るぞ,11
私の身につけたい言語はPythonです！　#パソナテック　#エンジニア,1
@jun50_python たのしそう,1
今日は1日Python（パイソン）を学ぶ。,2
プログラミングの本を読む小学生のこどもに影響されて、私も隙間時間にイチからPython勉強中！役に立つかな？,5
おはようございます😃#今日の積み上げ #Python不具合調査#英語学習 　toeic 文法#資格 　itストラテジスト午前2月曜からとにかく頑張りましょう^ ^#駆け出しエンジニアと繋がりたい#エンジニア初学者#プログラミング初心者,19
@jun50_python 今から行くからなー,0
@jun50_python にゃー？,1
おはようございます☀️昨日は実家帰ってゆっくりしたので、今日からまたリスタートです。Laravelでアプリ作成の続きと、Pythonの勉強頑張ります。#駆け出しエンジニアと繋がりたい #プログラミング学習 #Laravel #Python,12
@jun50_python それでいいのにゃー自分はけものさんがすき,1
